sys;c1;c2;c1(DDB);c2(DDB);type;null_dsp
1963;1-HEXENE;NITROETHANE;1-Hexene;Nitroethane;;
1964;1-HEXENE;N-METHYL-2-PYRROLIDONE;1-Hexene;N-Methyl-2-pyrrolidone;;
1965;1-HEXENE;SULFOLANE;1-Hexene;Sulfolane;;
1967;1-HEXENE;METHANE;1-Hexene;Methane;;
1968;1-HEXENE;Perfluorodecalin;1-Hexene;Perfluorodecalin <Isomer not specified>;;
1990;2,3-BUTANEDIOLDIACETATE;WATER;2,3-Butanediol diacetate;Water;;
1991;DIISOPROPYLAMINE;WATER;Diisopropylamine;Water;;
1994;N-HEXYLAMINE;WATER;Hexylamine;Water;;
1995;Methyl_diethyl_amine;WATER;Methyl diethyl amine;Water;;
1996;Methyldihydropyran;WATER;Methyldihydropyran <Isomer not specified>;Water;;
1997;1-METHYLNAPHTHALENE;WATER;1-Methylnaphthalene;Water;;
1998;1-METHYLNAPHTHALENE;AMMONIA;1-Methylnaphthalene;Ammonia;;
1999;1-METHYLNAPHTHALENE;TRIETHYLENE_GLYCOL;1-Methylnaphthalene;Triethylene glycol;;
2000;1-METHYLNAPHTHALENE;MONOETHANOLAMINE;1-Methylnaphthalene;Monoethanolamine;;
2001;1-METHYLNAPHTHALENE;CARBON_DIOXIDE;1-Methylnaphthalene;Carbon dioxide;;
2002;2-METHYLNAPHTHALENE;WATER;2-Methylnaphthalene;Water;;
2003;2-METHYLNAPHTHALENE;DIETHYLENE_GLYCOL;2-Methylnaphthalene;Diethylene glycol;;
2004;2-METHYLNAPHTHALENE;MONOETHANOLAMINE;2-Methylnaphthalene;Monoethanolamine;;
2005;2-METHYLNAPHTHALENE;CARBON_DIOXIDE;2-Methylnaphthalene;Carbon dioxide;;
2006;2-METHYLNAPHTHALENE;Methylcarbamate;2-Methylnaphthalene;Methylcarbamate;;
2007;METHANOL;2-METHYLPENTANE;Methanol;2-Methylpentane;;
2008;METHANOL;3-METHYLPENTANE;Methanol;3-Methylpentane;;
2009;METHANOL;N-OCTANE;Methanol;Octane;;
2010;METHANOL;N-PENTANE;Methanol;Pentane;;
2011;METHANOL;CARBON_DISULFIDE;Methanol;Carbon disulfide;;
2012;METHANOL;Tetraethylsilane;Methanol;Tetraethylsilane;;
2013;METHANOL;N-TETRADECANE;Methanol;Tetradecane;;
2014;METHANOL;1,2,3,4-TETRAHYDRONAPHTHALENE;Methanol;1,2,3,4-Tetrahydronaphthalene;;
2015;METHANOL;2,2,5-TRIMETHYLHEXANE;Methanol;2,2,5-Trimethylhexane;;
2016;METHANOL;PROPANE;Methanol;Propane;;
2017;METHANOL;CHLORODIFLUOROMETHANE;Methanol;Chlorodifluoromethane [R22];;
2018;METHANOL;HEXAFLUOROPROPYLENE;Methanol;Perfluoropropylene;;
2019;METHANOL;ISOBUTANE;Methanol;2-Methylpropane;;
2020;METHANOL;2,3-DIMETHYLBUTANE;Methanol;2,3-Dimethylbutane;;
2021;METHANOL;2,2-DIMETHYLBUTANE;Methanol;2,2-Dimethylbutane;;
2022;METHANOL;CYCLOHEPTANE;Methanol;Cycloheptane;;
2023;METHANOL;CYCLOOCTANE;Methanol;Cyclooctane;;
2024;METHANOL;N-TRIDECANE;Methanol;Tridecane;;
2025;METHANOL;N-NONANE;Methanol;Nonane;;
2026;METHANOL;Perfluorohexane;Methanol;Perfluorohexane;;
2027;METHANOL;2-Vinylbicyclo[2.2.1]heptane;Methanol;2-Vinylbicyclo[2.2.1]heptane;;
2028;METHANOL;MESITYLENE;Methanol;1,3,5-Trimethylbenzene;;
2030;METHANOL;N-HEXADECANE;Methanol;Hexadecane;;
2031;METHANOL;2,4,4-TRIMETHYL-1-PENTENE;Methanol;2,4,4-Trimethyl-1-pentene;;
2033;METHANOL;3-METHYLHEPTANE;Methanol;3-Methylheptane;;
2034;METHANOL;METHYL_OLEATE;Methanol;Methyl oleate;;
2036;METHANOL;N-UNDECANE;Methanol;n-Undecane;;
2037;METHANOL;N-PENTADECANE;Methanol;Pentadecane;;
2038;METHANOL;1-DODECENE;Methanol;1-Dodecene;;
2040;METHANOL;D-LIMONENE;Methanol;D-(+)-Limonene;;
2041;METHANOL;N-HEXYLBENZENE;Methanol;Hexylbenzene;;
2042;METHANOL;ETHYLENE;Methanol;Ethylene;;
2043;METHANOL;ETHANE;Methanol;Ethane;;
2072;2-METHYLPENTANE;2-METHOXYETHANOL;2-Methylpentane;2-Methoxyethanol;;
2073;2-METHYLPENTANE;NITROMETHANE;2-Methylpentane;Nitromethane;;
2074;2-METHYLPENTANE;PHENOL;2-Methylpentane;Phenol;;
2075;2-METHYLPENTANE;WATER;2-Methylpentane;Water;;
2076;2-METHYLPENTANE;NITROETHANE;2-Methylpentane;Nitroethane;;
2077;2-METHYLPENTANE;AMMONIA;2-Methylpentane;Ammonia;;
2078;2-METHYLPENTANE;Perfluoropentane;2-Methylpentane;Perfluoropentane;;
2079;2-METHYLPENTANE;N-METHYL-2-PYRROLIDONE;2-Methylpentane;N-Methyl-2-pyrrolidone;;
2080;2-METHYLPENTANE;METHYL_FORMATE;2-Methylpentane;Methyl formate;;
2081;2-METHYLPENTANE;TRIETHYLENE_GLYCOL;2-Methylpentane;Triethylene glycol;;
2082;2-METHYLPENTANE;METHANE;2-Methylpentane;Methane;;
2083;2-METHYLPENTANE;4-FORMYLMORPHOLINE;2-Methylpentane;N-Formylmorpholine;;
2084;3-METHYLPENTANE;NITROMETHANE;3-Methylpentane;Nitromethane;;
2085;3-METHYLPENTANE;WATER;3-Methylpentane;Water;;
2086;3-METHYLPENTANE;NITROETHANE;3-Methylpentane;Nitroethane;;
2087;3-METHYLPENTANE;AMMONIA;3-Methylpentane;Ammonia;;
2088;3-METHYLPENTANE;Perfluoropentane;3-Methylpentane;Perfluoropentane;;
2089;3-METHYLPENTANE;N-METHYL-2-PYRROLIDONE;3-Methylpentane;N-Methyl-2-pyrrolidone;;
2090;3-METHYLPENTANE;METHYL_FORMATE;3-Methylpentane;Methyl formate;;
2091;3-METHYLPENTANE;METHANE;3-Methylpentane;Methane;;
2092;3-METHYLPENTANE;4-FORMYLMORPHOLINE;3-Methylpentane;N-Formylmorpholine;;
2094;2-METHOXYETHANOL;N-OCTANE;2-Methoxyethanol;Octane;;
2095;2-METHOXYETHANOL;N-PENTANE;2-Methoxyethanol;Pentane;;
2096;2-METHOXYETHANOL;CHLORODIFLUOROMETHANE;2-Methoxyethanol;Chlorodifluoromethane [R22];;
2097;2-METHOXYETHANOL;HEXAFLUOROPROPYLENE;2-Methoxyethanol;Perfluoropropylene;;
2098;2-METHOXYETHANOL;N-HEXADECANE;2-Methoxyethanol;Hexadecane;;
2099;2-METHOXYETHANOL;2-METHYLHEXANE;2-Methoxyethanol;2-Methylhexane;;
2100;2-METHOXYETHANOL;2,4-DIMETHYLHEXANE;2-Methoxyethanol;2,4-Dimethylhexane;;
2102;2-METHOXYETHANOL;2-METHYLHEPTANE;2-Methoxyethanol;2-Methylheptane;;
2103;2-METHOXYETHANOL;2,5-DIMETHYLHEXANE;2-Methoxyethanol;2,5-Dimethylhexane;;
2104;MORPHOLINE;N-TRIDECANE;Morpholine;Tridecane;;
2105;MORPHOLINE;N-PENTADECANE;Morpholine;Pentadecane;;
2106;N-BUTYLBENZENE;WATER;Butylbenzene;Water;;
2107;N-BUTYLBENZENE;TRIETHYLENE_GLYCOL;Butylbenzene;Triethylene glycol;;
2108;N-BUTYLBENZENE;DIETHYLENE_GLYCOL;Butylbenzene;Diethylene glycol;;
2109;N-BUTYLBENZENE;CARBON_DIOXIDE;Butylbenzene;Carbon dioxide;;
2111;METHYL_ISOBUTYL_KETONE;WATER;4-Methyl-2-pentanone;Water;;
2112;3-METHYLPYRIDINE;WATER;3-Methylpyridine;Water;;
2114;4-METHYLPYRIDINE;WATER;4-Methylpyridine;Water;;
2116;2-METHYL-1-PROPANOL;NITROMETHANE;2-Methyl-1-propanol;Nitromethane;;
2117;2-METHYL-1-PROPANOL;CARBON_DISULFIDE;2-Methyl-1-propanol;Carbon disulfide;;
2118;2-METHYL-1-PROPANOL;WATER;2-Methyl-1-propanol;Water;;
2119;2-METHYL-1-PROPANOL;SUCCINONITRILE;2-Methyl-1-propanol;1,2-Dicyanoethane;;
2121;2-METHYL-1-PROPANOL;CARBON_DIOXIDE;2-Methyl-1-propanol;Carbon dioxide;;
2122;2-METHYL-1-PROPANOL;M-DICHLOROBENZENE;2-Methyl-1-propanol;m-Dichlorobenzene;;
2124;2-METHYL-1-PROPANOL;M-DIBROMOBENZENE;2-Methyl-1-propanol;m-Dibromobenzene;;
2125;2-METHYL-1-PROPANOL;ETHYLENE_CARBONATE;2-Methyl-1-propanol;Ethylene carbonate;;
2133;ALPHA-METHYLSTYRENE;WATER;alpha-Methyl styrene;Water;;
2140;NAPHTHALENE;WATER;Naphthalene;Water;;
2141;NAPHTHALENE;ACETYLENE;Naphthalene;Ethyne;;
2144;L-Nicotine;WATER;L-Nicotine;Water;;
2145;L-Nicotine;CARBON_DIOXIDE;L-Nicotine;Carbon dioxide;;
2148;NITROMETHANE;1-NONANOL;Nitromethane;1-Nonanol;;
2149;NITROMETHANE;N-OCTANE;Nitromethane;Octane;;
2150;NITROMETHANE;1-OCTENE;Nitromethane;1-Octene;;
2151;NITROMETHANE;1-PENTANOL;Nitromethane;1-Pentanol;;
2152;NITROMETHANE;CARBON_DISULFIDE;Nitromethane;Carbon disulfide;;
2153;NITROMETHANE;TETRACHLOROETHYLENE;Nitromethane;Tetrachloroethylene;;
2154;NITROMETHANE;2,2,5-TRIMETHYLHEXANE;Nitromethane;2,2,5-Trimethylhexane;;
2155;NITROMETHANE;WATER;Nitromethane;Water;;
2156;NITROMETHANE;GLYCEROL;Nitromethane;Glycerol;;
2157;NITROMETHANE;N-HEXADECANOIC_ACID;Nitromethane;Palmitic acid;;
2158;NITROMETHANE;OLEIC_ACID;Nitromethane;Oleic acid;;
2159;NITROMETHANE;DICHLORODIFLUOROMETHANE;Nitromethane;Dichlorodifluoromethane [R12];;
2160;NITROMETHANE;1-PENTENE;Nitromethane;1-Pentene;;
2161;NITROMETHANE;3-METHYL-1-BUTANOL;Nitromethane;3-Methyl-1-butanol;;
2162;NITROMETHANE;N-OCTANOIC_ACID;Nitromethane;Caprylic acid;;
2163;NITROMETHANE;1-HEXANOL;Nitromethane;1-Hexanol;;
2164;NITROMETHANE;1-NONENE;Nitromethane;1-Nonene;;
2165;NITROMETHANE;1-HEPTANOL;Nitromethane;1-Heptanol;;
2166;NITROMETHANE;1-OCTANOL;Nitromethane;1-Octanol;;
2167;NITROMETHANE;1-DECANOL;Nitromethane;1-Decanol;;
2168;NITROMETHANE;N-DODECANOIC_ACID;Nitromethane;Lauric acid;;
2169;NITROMETHANE;3-METHYL-1-BUTENE;Nitromethane;3-Methyl-1-butene;;
2170;NITROMETHANE;2-METHYL-2-PENTENE;Nitromethane;2-Methyl-2-pentene;;
2171;NITROMETHANE;2,3-DIMETHYLBUTANE;Nitromethane;2,3-Dimethylbutane;;
2172;NITROMETHANE;2,2-DIMETHYLBUTANE;Nitromethane;2,2-Dimethylbutane;;
2173;NITROMETHANE;CYCLOOCTANE;Nitromethane;Cyclooctane;;
2174;NITROMETHANE;N-NONANE;Nitromethane;Nonane;;
2175;NITROMETHANE;CHLOROTRIFLUOROMETHANE;Nitromethane;Chlorotrifluoromethane [R13];;
2176;NITROMETHANE;MESITYLENE;Nitromethane;1,3,5-Trimethylbenzene;;
2178;NITROMETHANE;N-HEXADECANE;Nitromethane;Hexadecane;;
2179;NITROMETHANE;1,2,4-TRIMETHYLBENZENE;Nitromethane;1,2,4-Trimethylbenzene;;
2180;NITROMETHANE;1-DODECANOL;Nitromethane;1-Dodecanol;;
2181;NITROMETHANE;1,2-DICHLOROTETRAFLUOROETHANE;Nitromethane;1,2-Dichlorotetrafluoroethane [R114];;
2182;NITROMETHANE;3-METHYLHEPTANE;Nitromethane;3-Methylheptane;;
2183;NITROMETHANE;3-PENTANOL;Nitromethane;3-Pentanol;;
2184;NITROMETHANE;N-UNDECANE;Nitromethane;n-Undecane;;
2185;NITROMETHANE;2-METHYLOCTANE;Nitromethane;2-Methyloctane;;
2186;NITROMETHANE;2,3,4-TRIMETHYLPENTANE;Nitromethane;2,3,4-Trimethyl pentane;;
2187;NITROMETHANE;2-METHYLHEXANE;Nitromethane;2-Methylhexane;;
2188;NITROMETHANE;2,4-DIMETHYLHEXANE;Nitromethane;2,4-Dimethylhexane;;
2190;NITROMETHANE;N-NONANOIC_ACID;Nitromethane;Nonanoic acid;;
2191;NITROMETHANE;3-METHYLOCTANE;Nitromethane;3-Methyloctane;;
2192;NITROMETHANE;CYCLOPENTENE;Nitromethane;Cyclopentene;;
2193;NITROMETHANE;TRANS-2-OCTENE;Nitromethane;trans-2-Octene;;
2194;NITROMETHANE;TRANS-3-OCTENE;Nitromethane;trans-3-Octene;;
2195;NITROMETHANE;TRANS-4-OCTENE;Nitromethane;trans-4-Octene;;
2198;NITROMETHANE;TRANS-4-NONENE;Nitromethane;trans-4-Nonene;;
2202;NITROMETHANE;1-PENTADECANOL;Nitromethane;1-Pentadecanol;;
2203;NITROMETHANE;DIETHANOLAMINE;Nitromethane;2,2'-Diethanolamine (DEA);;
2204;NITROMETHANE;DIIODOMETHANE;Nitromethane;Diiodomethane;;
2205;NITROMETHANE;CIS-2-HEXENE;Nitromethane;cis-2-Hexene;;
2206;NITROMETHANE;TRANS-2-HEXENE;Nitromethane;trans-2-Hexene;;
2207;NITROMETHANE;TRANS-3-HEXENE;Nitromethane;trans-3-Hexene;;
2208;NITROMETHANE;TRANS-2-HEPTENE;Nitromethane;trans-2-Heptene;;
2209;NITROMETHANE;2,2-DIMETHYLPENTANE;Nitromethane;2,2-Dimethylpentane;;
2210;NITROMETHANE;4-METHYLHEPTANE;Nitromethane;4-Methylheptane;;
2211;NITROMETHANE;2-METHYLHEPTANE;Nitromethane;2-Methylheptane;;
2212;NITROMETHANE;2,2-DIMETHYLHEXANE;Nitromethane;2,2-Dimethylhexane;;
2213;NITROMETHANE;4-METHYLOCTANE;Nitromethane;4-Methyloctane;;
2214;NITROMETHANE;2,2,4-TRIMETHYLHEXANE;Nitromethane;2,2,4-Trimethylhexane;;
2216;NITROMETHANE;2,5-DIMETHYLHEXANE;Nitromethane;2,5-Dimethylhexane;;
2217;NITROMETHANE;3-METHYL-1-PENTENE;Nitromethane;3-Methyl-1-pentene;;
2218;NITROMETHANE;TRANS-2-PENTENE;Nitromethane;trans-2-Pentene;;
2219;NITROMETHANE;ETHYL_N-HEXYL_ETHER;Nitromethane;Ethyl hexyl ether;;
2225;1-NITROPROPANE;WATER;1-Nitropropane;Water;;
2226;1-NITROPROPANE;N-TRIDECANE;1-Nitropropane;Tridecane;;
2227;1-NONANOL;WATER;1-Nonanol;Water;;
2228;1-NONANOL;NITROETHANE;1-Nonanol;Nitroethane;;
2229;1-NONANOL;CARBON_DIOXIDE;1-Nonanol;Carbon dioxide;;
2230;1-NONANOL;ACETYLENE;1-Nonanol;Ethyne;;
2243;N-OCTANE;PHENOL;Octane;Phenol;;
2244;N-OCTANE;PYRIDINE;Octane;Pyridine;;
2245;N-OCTANE;DIMETHYL_SULFOXIDE;Octane;Dimethyl sulfoxide;;
2246;N-OCTANE;WATER;Octane;Water;;
2247;N-OCTANE;NITROETHANE;Octane;Nitroethane;;
2248;N-OCTANE;TRIOXANE;Octane;1,3,5-Trioxane;;
2249;N-OCTANE;AMMONIA;Octane;Ammonia;;
2250;N-OCTANE;N,N-DIMETHYLACETAMIDE;Octane;N,N-Dimethylacetamide;;
2251;N-OCTANE;ACETIC_ANHYDRIDE;Octane;Acetic anhydride;;
2252;N-OCTANE;EPSILON-CAPROLACTAM;Octane;epsilon-Caprolactam;;
2253;N-OCTANE;1,2-PROPYLENE_GLYCOL;Octane;1,2-Propanediol;;
2254;N-OCTANE;N-METHYL-2-PYRROLIDONE;Octane;N-Methyl-2-pyrrolidone;;
2255;N-OCTANE;METHYL_FORMATE;Octane;Methyl formate;;
2256;N-OCTANE;Perfluoroheptane;Octane;Perfluoro-n-heptane;;
2257;N-OCTANE;PROPIONITRILE;Octane;Propionitrile;;
2258;N-OCTANE;MALEIC_ANHYDRIDE;Octane;Maleic anhydride;;
2260;N-OCTANE;TRIETHYLENE_GLYCOL;Octane;Triethylene glycol;;
2261;N-OCTANE;2-(2-ETHOXYETHOXY)ETHANOL;Octane;Diethylene glycol ethyl ether;;
2262;N-OCTANE;Perfluorohexane;Octane;Perfluorohexane;;
2263;N-OCTANE;SULFOLANE;Octane;Sulfolane;;
2264;N-OCTANE;TRIFLUOROACETIC_ACID;Octane;Trifluoroacetic acid;;
2265;N-OCTANE;O-TOLUIDINE;Octane;o-Methylaniline;;
2268;N-OCTANE;PROPYLENE_CARBONATE;Octane;Propylene carbonate;;
2269;N-OCTANE;Salicylaldehyde;Octane;Salicylaldehyde;;
2271;N-OCTANE;DIETHANOLAMINE;Octane;2,2'-Diethanolamine (DEA);;
2272;N-OCTANE;N-BUTYRONITRILE;Octane;Butanenitrile;;
2273;N-OCTANE;BENZOTHIOPHENE;Octane;Benzo(b)thiophene;;
2274;N-OCTANE;P-PHENETIDINE;Octane;p-Phenetidine;;
2275;N-OCTANE;PHENYLACETONITRILE;Octane;Benzylcyanide;;
2277;N-OCTANE;CARBON_DIOXIDE;Octane;Carbon dioxide;;
2278;N-OCTANE;TRIFLUOROMETHANE;Octane;Fluoroform [R23];;
2279;N-OCTANE;N-Methyl_propanamide;Octane;N-Methyl propanamide;;
2280;N-OCTANE;DIETHYL_MALEATE;Octane;Diethyl maleate;;
2281;N-OCTANE;M-DICHLOROBENZENE;Octane;m-Dichlorobenzene;;
2282;N-OCTANE;4-FORMYLMORPHOLINE;Octane;N-Formylmorpholine;;
2283;N-OCTANE;DIMETHYL-ADIPATE;Octane;Dimethyl adipate;;
2286;N-OCTANE;SULFUR_DIOXIDE;Octane;Sulfur dioxide;;
2288;N-OCTANE;INDOLE;Octane;Indole;;
2289;N-OCTANE;2-PHENYLETHANOL;Octane;2-Phenylethanol;;
2290;N-OCTANE;N-Methylcaprolactam;Octane;N-Methylcaprolactam;;
2292;N-OCTANE;TETRAETHYLENE_GLYCOL_DIMETHYL_ETHER;Octane;Tetraethylene glycol dimethyl ether;;
2294;N-OCTANE;ETHYL_LACTATE;Octane;Ethyl lactate;;
2299;N-OCTANE;Perfluorodecalin;Octane;Perfluorodecalin <Isomer not specified>;;
2302;N-OCTANE;Perfluoro-n-octane;Octane;Perfluoro-n-octane;;
2354;1-OCTENE;WATER;1-Octene;Water;;
2355;1-OCTENE;NITROETHANE;1-Octene;Nitroethane;;
2356;1-OCTENE;AMMONIA;1-Octene;Ammonia;;
2357;1-OCTENE;ACETIC_ANHYDRIDE;1-Octene;Acetic anhydride;;
2358;1-OCTENE;N-METHYL-2-PYRROLIDONE;1-Octene;N-Methyl-2-pyrrolidone;;
2359;1-OCTENE;METHYL_FORMATE;1-Octene;Methyl formate;;
2361;1-OCTENE;SULFUR_DIOXIDE;1-Octene;Sulfur dioxide;;
2363;1-OCTENE;1,1,1,2,3,4,4,5,5,5-Decafluoropentane_[R43-10mee;1-Octene;1,1,1,2,3,4,4,5,5,5-Decafluoropentane [R43-10mee];;
2375;O-CRESOL;WATER;2-Methylphenol;Water;;
2376;O-CRESOL;N-HEPTADECANE;2-Methylphenol;Heptadecane;;
2377;O-CRESOL;CARBON_DIOXIDE;2-Methylphenol;Carbon dioxide;;
2378;O-CRESOL;PHOSPHORIC_ACID;2-Methylphenol;Phosphoric acid;;
2379;1-OCTADECENE;CARBON_DIOXIDE;1-Octadecene;Carbon dioxide;;
2380;P-CRESOL;WATER;4-Methylphenol;Water;;
2381;P-CRESOL;CARBON_DIOXIDE;4-Methylphenol;Carbon dioxide;;
2382;P-CRESOL;PHOSPHORIC_ACID;4-Methylphenol;Phosphoric acid;;
2383;N-PENTANE;PHENOL;Pentane;Phenol;;
2384;N-PENTANE;WATER;Pentane;Water;;
2385;N-PENTANE;AMMONIA;Pentane;Ammonia;;
2386;N-PENTANE;Perfluoropentane;Pentane;Perfluoropentane;;
2387;N-PENTANE;N,N-DIMETHYLACETAMIDE;Pentane;N,N-Dimethylacetamide;;
2388;N-PENTANE;GLYCEROL;Pentane;Glycerol;;
2389;N-PENTANE;N-METHYL-2-PYRROLIDONE;Pentane;N-Methyl-2-pyrrolidone;;
2390;N-PENTANE;METHYL_FORMATE;Pentane;Methyl formate;;
2391;N-PENTANE;PROPIONITRILE;Pentane;Propionitrile;;
2392;N-PENTANE;DIETHYLENE_GLYCOL;Pentane;Diethylene glycol;;
2393;N-PENTANE;Perfluorohexane;Pentane;Perfluorohexane;;
2394;N-PENTANE;SULFOLANE;Pentane;Sulfolane;;
2398;N-PENTANE;3-METHOXYPROPIONITRILE;Pentane;3-Methoxy propionitrile;;
2400;N-PENTANE;4-FORMYLMORPHOLINE;Pentane;N-Formylmorpholine;;
2402;N-PENTANE;N-Methylcaprolactam;Pentane;N-Methylcaprolactam;;
2404;N-PENTANE;Perfluoro-n-octane;Pentane;Perfluoro-n-octane;;
2406;N-PENTANE;N-Methylimidazole;Pentane;N-Methylimidazole;;
2415;1-PENTANOL;WATER;1-Pentanol;Water;;
2416;1-PENTANOL;GLYCEROL;1-Pentanol;Glycerol;;
2417;1-PENTANOL;SUCCINONITRILE;1-Pentanol;1,2-Dicyanoethane;;
2419;1-PENTANOL;ETHYLENE_CARBONATE;1-Pentanol;Ethylene carbonate;;
2440;2-PENTANONE;WATER;2-Pentanone;Water;;
2444;PHENOL;WATER;Phenol;Water;;
2445;PHENOL;1-OCTANOL;Phenol;1-Octanol;;
2446;PHENOL;N-EICOSANE;Phenol;Eicosane;;
2447;PHENOL;N-HEXADECANE;Phenol;Hexadecane;;
2451;PHENOL;PHOSPHORIC_ACID;Phenol;Phosphoric acid;;
2455;1-PROPANOL;CARBON_DISULFIDE;1-Propanol;Carbon disulfide;;
2456;1-PROPANOL;Tetrachlorosilane;1-Propanol;Tetrachlorosilane;;
2457;1-PROPANOL;Perfluorohexane;1-Propanol;Perfluorohexane;;
2458;1-PROPANOL;CARBON_DIOXIDE;1-Propanol;Carbon dioxide;;
2459;1-PROPANOL;ETHYLENE;1-Propanol;Ethylene;;
2460;1-PROPANOL;ETHANE;1-Propanol;Ethane;;
2461;1-PROPANOL;ETHYLENE_CARBONATE;1-Propanol;Ethylene carbonate;;
2487;PROPIONIC_ACID;WATER;Propionic acid;Water;;
2488;1,2-PROPYLENE_OXIDE;WATER;1,2-Propylene oxide;Water;;
2489;PYRIDINE;N-NONANE;Pyridine;Nonane;;
2492;NITRIC_ACID;CARBON_DIOXIDE;Nitric acid;Carbon dioxide;;
2493;NITRIC_ACID;NITROGEN_TETROXIDE;Nitric acid;Dinitrogen tetroxide;;
2495;HYDROGEN_CHLORIDE;WATER;Hydrogen chloride;Water;;
2496;METHYL_SALICYLATE;WATER;Salicylic acid methyl ester;Water;;
2498;CARBON_DISULFIDE;WATER;Carbon disulfide;Water;;
2499;CARBON_DISULFIDE;ACETIC_ANHYDRIDE;Carbon disulfide;Acetic anhydride;;
2500;CARBON_DISULFIDE;METHYL_FORMATE;Carbon disulfide;Methyl formate;;
2501;CARBON_DISULFIDE;Perfluoroheptane;Carbon disulfide;Perfluoro-n-heptane;;
2502;CARBON_DISULFIDE;Perfluorohexane;Carbon disulfide;Perfluorohexane;;
2503;CARBON_DISULFIDE;DIETHYL_OXALATE;Carbon disulfide;Diethyl oxalate;;
2505;CARBON_DISULFIDE;Sulfur_trioxide;Carbon disulfide;Sulfur trioxide;;
2509;STYRENE;WATER;Styrene;Water;;
2510;STYRENE;AMMONIA;Styrene;Ammonia;;
2511;STYRENE;1,2-PROPYLENE_GLYCOL;Styrene;1,2-Propanediol;;
2512;STYRENE;DIETHYLENE_GLYCOL;Styrene;Diethylene glycol;;
2535;DIMETHYL_SULFOXIDE;TRIETHYLAMINE;Dimethyl sulfoxide;Triethylamine;;
2536;DIMETHYL_SULFOXIDE;2-METHYL-2-BUTENE;Dimethyl sulfoxide;2-Methyl-2-butene;;
2537;DIMETHYL_SULFOXIDE;ETHYL_PROPYL_ETHER;Dimethyl sulfoxide;Ethyl propyl ether;;
2538;DIMETHYL_SULFOXIDE;DI-N-PROPYL_ETHER;Dimethyl sulfoxide;Di-n-propyl ether;;
2539;DIMETHYL_SULFOXIDE;MESITYLENE;Dimethyl sulfoxide;1,3,5-Trimethylbenzene;;
2540;DIMETHYL_SULFOXIDE;CARBON_DIOXIDE;Dimethyl sulfoxide;Carbon dioxide;;
2541;Tetraethylsilane;WATER;Tetraethylsilane;Water;;
2542;2-METHYL-2-PROPANOL;ETHYLENE_CARBONATE;tert-Butanol;Ethylene carbonate;;
2546;N-TETRADECANE;WATER;Tetradecane;Water;;
2547;N-TETRADECANE;N,N-DIMETHYLACETAMIDE;Tetradecane;N,N-Dimethylacetamide;;
2548;N-TETRADECANE;CYCLOHEXANONE;Tetradecane;Cyclohexanone;;
2549;N-TETRADECANE;2-ETHOXYETHANOL;Tetradecane;2-Ethoxyethanol;;
2550;N-TETRADECANE;N-METHYL-2-PYRROLIDONE;Tetradecane;N-Methyl-2-pyrrolidone;;
2551;N-TETRADECANE;N-METHYLANILINE;Tetradecane;N-Methylaniline;;
2552;N-TETRADECANE;PROPIONITRILE;Tetradecane;Propionitrile;;
2553;N-TETRADECANE;ACETOPHENONE;Tetradecane;Acetophenone;;
2554;N-TETRADECANE;DIMETHYL_CARBONATE;Tetradecane;Carbonic acid dimethyl ester;;
2555;N-TETRADECANE;Perfluorohexane;Tetradecane;Perfluorohexane;;
2556;N-TETRADECANE;BENZYL_ACETATE;Tetradecane;Acetic acid benzyl ester;;
2557;N-TETRADECANE;SULFOLANE;Tetradecane;Sulfolane;;
2558;N-TETRADECANE;TRIETHYLENE_GLYCOL_DIMETHYL_ETHER;Tetradecane;Triethylene glycol dimethyl ether;;
2559;N-TETRADECANE;N-BUTYRONITRILE;Tetradecane;Butanenitrile;;
2561;N-TETRADECANE;4-Phenyl-2-butanone;Tetradecane;4-Phenyl-2-butanone;;
2562;N-TETRADECANE;CARBON_DIOXIDE;Tetradecane;Carbon dioxide;;
2563;N-TETRADECANE;BENZYLAMINE;Tetradecane;alpha-Aminotoluene;;
2564;N-TETRADECANE;SULFUR_DIOXIDE;Tetradecane;Sulfur dioxide;;
2565;N-TETRADECANE;GAMMA-VALEROLACTONE;Tetradecane;Tetrahydro-5-methyl-2-furanone;;
2566;N-TETRADECANE;2-PHENYLETHANOL;Tetradecane;2-Phenylethanol;;
2567;N-TETRADECANE;N-Methylcaprolactam;Tetradecane;N-Methylcaprolactam;;
2568;N-TETRADECANE;TETRAETHYLENE_GLYCOL_DIMETHYL_ETHER;Tetradecane;Tetraethylene glycol dimethyl ether;;
2580;TRANS-DECAHYDRONAPHTHALENE;WATER;trans-Decahydronaphthalene;Water;;
2581;TRANS-DECAHYDRONAPHTHALENE;ACETIC_ANHYDRIDE;trans-Decahydronaphthalene;Acetic anhydride;;
2583;TRANS-DECAHYDRONAPHTHALENE;P-PHENETIDINE;trans-Decahydronaphthalene;p-Phenetidine;;
2584;TRANS-DECAHYDRONAPHTHALENE;CARBON_DIOXIDE;trans-Decahydronaphthalene;Carbon dioxide;;
2586;TRANS-DECAHYDRONAPHTHALENE;N-Methylcaprolactam;trans-Decahydronaphthalene;N-Methylcaprolactam;;
2588;1,2,3,4-TETRAHYDRONAPHTHALENE;WATER;1,2,3,4-Tetrahydronaphthalene;Water;;
2589;1,2,3,4-TETRAHYDRONAPHTHALENE;AMMONIA;1,2,3,4-Tetrahydronaphthalene;Ammonia;;
